vehicle_id,make,model,year,type,fuel_type,transmission,color,price,mileage_kmpl,range_km,battery_kwh,engine_cc,seating_capacity,km_driven,condition_score,owner_name,owner_contact,registration_number,city,status,insurance_valid_till,last_service_date,age_years,resale_value
VH0980,Ather,450 Plus,2024,Electric Scooter,Electric,Automatic,Red,185465,,164.0,42.8,,2,9153,9.7,Seema Shah,9649976609,KL83EJ6533,Kochi,Available,2027-08-18,2022-06-22,0,183767
VH0182,Hyundai,Tucson,2019,SUV,Diesel,Manual,Grey,3671393,23.1,,,2350.0,5,109338,3.9,Sunita Nair,9230409444,UP71HD8570,Agra,Available,2025-03-31,2022-09-25,5,1801413
VH0363,Ford,Aspire,2015,Sedan,Petrol,Manual,Grey,760532,21.2,,,1200.0,5,55427,3.7,Gurpreet Pandey,9736413935,MP66DC4855,Indore,Available,2025-02-11,2023-10-30,9,228159
VH0622,Skoda,Kushaq,2015,Compact SUV,Petrol,CVT,Maroon,1013007,28.4,,,1000.0,5,73998,3.0,Manpreet Chauhan,9814388348,DL33EL5641,Delhi,Under Maintenance,2024-11-13,2022-06-26,9,303902
VH0819,Royal Enfield,Classic 350,2022,Motorcycle,Petrol,Manual,Blue,224269,44.5,,,150.0,2,59585,7.0,Nisha Menon,9880770209,TS76YL2079,Hyderabad,Sold,2026-01-03,2024-09-10,2,175022
VH0193,TVS,Jupiter,2017,Scooter,Petrol,Manual,Blue,86506,46.8,,,100.0,2,21590,5.8,Amit Kaur,9282649071,KL03KI2715,Kochi,Sold,2024-06-02,2022-07-10,7,36194
VH0953,Maruti Suzuki,Dzire,2021,Sedan,Diesel,Automatic,Red,899433,14.0,,,1500.0,5,55323,6.7,Arjun Pandey,9395300117,UK78QE2204,Dehradun,Available,2024-06-06,2022-07-08,3,633809
VH0422,TVS,Ntorq 125,2020,Scooter,Petrol,Manual,White,117366,25.6,,,150.0,2,64892,5.8,Deepak Singh,9438811626,UK98IQ6128,Dehradun,Sold,2024-11-05,2024-06-20,4,72192
VH0841,Maruti Suzuki,Celerio,2017,Hatchback,Petrol,Manual,Black,525375,23.6,,,1250.0,5,91175,3.5,Simran Bhatt,9615100796,HR72II1369,Faridabad,Available,2024-11-09,2023-03-18,7,183263
VH0923,Volkswagen,Polo,2019,Hatchback,Petrol,CVT,Green,917286,14.8,,,1250.0,5,69957,5.2,Harpreet Agarwal,9758841666,KA31JI5002,Bangalore,Available,2025-01-09,2024-10-14,5,486201
VH0074,Toyota,Camry,2021,Sedan,Petrol,Automatic,White,5877829,53.8,,,1300.0,5,95081,5.3,Kavya Kaur,9269016920,UP68GM7878,Agra,Available,2025-10-26,2022-06-23,3,3908280
VH0297,Renault,Triber,2019,MPV,CNG,Manual,White,1008370,30.7,,,1600.0,7,78518,4.9,Suresh Bhatt,9979947812,UP42ZP3832,Agra,Under Maintenance,2027-08-08,2023-09-08,5,525846
VH0967,Tata,Harrier,2024,SUV,CNG,Manual,Brown,1894394,25.7,,,2300.0,5,42625,8.6,Sanjay Shah,9178557956,DL79UI2312,Delhi,Sold,2024-04-21,2024-07-17,0,1813645
VH0462,Volkswagen,Virtus,2019,Sedan,Diesel,CVT,Green,1252385,18.0,,,1700.0,5,88672,4.5,Arun Dubey,9104594803,CH89EU1033,Chandigarh,Under Maintenance,2024-12-21,2024-04-26,5,640379
VH0303,Honda,WR-V,2022,Compact SUV,Petrol,Manual,Brown,1191361,44.3,,,1150.0,5,19026,8.4,Ravi Dubey,9768986243,UP70QY5237,Lucknow,Sold,2027-11-24,2022-02-07,2,978076
VH0177,Skoda,Slavia,2022,Sedan,CNG,DCT,Blue,1541667,35.0,,,1500.0,5,71481,6.6,Karthik Sharma,9540272920,UP70YZ5016,Agra,Available,2025-12-10,2022-01-20,2,1184800
VH0378,Ford,Endeavour,2015,SUV,Petrol,DCT,Maroon,3232780,42.9,,,2250.0,5,58447,3.6,Manpreet Bhatt,9882267928,KL97SV3409,Kochi,Under Maintenance,2025-11-24,2022-08-19,9,969834
VH0799,Ather,450X,2017,Electric Scooter,Electric,Automatic,Silver,170493,,181.0,7.0,,2,42660,5.1,Rahul Shah,9873612152,HR09NQ9753,Gurugram,Available,2026-01-28,2022-03-20,7,67743
VH0103,Kia,Carens,2019,MPV,Diesel,CVT,Gold,1315041,13.2,,,2300.0,7,4218,7.4,Rajesh Bhatt,9144232045,PB75EF6531,Amritsar,Sold,2024-06-15,2022-04-04,5,783477
VH0106,Renault,Triber,2016,MPV,Petrol,CVT,Orange,963709,49.4,,,1950.0,7,61686,3.9,Vikram Singh,9635008544,RJ42SX6123,Jaipur,Under Maintenance,2026-10-18,2023-09-24,8,289112
VH0127,MG,ZS EV,2019,Electric SUV,Electric,Automatic,Orange,2434420,,324.0,60.1,,5,13724,7.0,Arun Sharma,9358413465,KA05ZV7868,Bangalore,Available,2027-05-01,2022-03-10,5,1427242
VH0996,Bajaj,Avenger 220,2024,Motorcycle,Petrol,Manual,Maroon,182385,43.4,,,200.0,2,84798,7.2,Vikas Pandey,9872407753,MP89HN8356,Indore,Under Maintenance,2026-04-26,2022-11-03,0,166919
VH0839,Ather,450 Plus,2018,Electric Scooter,Electric,Automatic,Black,135987,,127.0,72.8,,2,96018,3.8,Rekha Sharma,9425823255,CH80BA5493,Chandigarh,Available,2027-03-09,2022-11-23,6,57656
VH0356,Ford,EcoSport,2020,Compact SUV,Petrol,AMT,Gold,1073051,47.1,,,1500.0,5,5333,7.8,Gurpreet Bhatt,9350166446,MP59VR3440,Bhopal,Under Maintenance,2024-10-16,2024-09-28,4,723952
VH0617,Maruti Suzuki,Celerio,2018,Hatchback,Petrol,Manual,Orange,540543,14.7,,,1300.0,5,40424,5.7,Harpreet Nair,9932425391,KL30QQ3741,Kochi,Available,2025-11-18,2024-07-15,6,259231
VH0683,Mahindra,KUV100,2023,Micro SUV,Petrol,Automatic,Silver,946805,36.4,,,1100.0,5,117094,5.6,Gurpreet Menon,9661008736,CH38DN5820,Chandigarh,Available,2026-01-31,2022-12-06,1,760195
VH0813,Bajaj,Dominar 400,2020,Motorcycle,Petrol,Manual,Orange,293820,49.0,,,400.0,2,37415,6.8,Gurpreet Menon,9693116357,GJ91KE6672,Surat,Available,2025-06-30,2022-06-20,4,188804
VH0681,Volkswagen,Virtus,2019,Sedan,CNG,Automatic,Maroon,1182305,31.9,,,1850.0,5,31398,6.5,Ravi Dubey,9436098559,CH35WG9007,Chandigarh,Under Maintenance,2025-10-21,2024-08-02,5,672260
VH0210,Skoda,Slavia,2023,Sedan,Diesel,CVT,Blue,1361349,13.7,,,1600.0,5,98045,6.2,Divya Joshi,9338642889,UP72YF6499,Agra,Available,2025-09-20,2024-05-11,1,1118967
VH0493,Hyundai,Verna,2017,Sedan,CNG,DCT,Orange,1155377,34.2,,,1500.0,5,100971,3.1,Rohit Joshi,9911101211,MP53YR2986,Indore,Available,2025-10-29,2024-04-19,7,391706
VH0141,Tata,Tiago,2015,Hatchback,Petrol,AMT,Green,557835,17.1,,,1250.0,5,64804,3.3,Rahul Menon,9941328406,UK77MY6347,Dehradun,Under Maintenance,2025-04-12,2023-12-30,9,167350
VH0975,Royal Enfield,Bullet 350,2023,Motorcycle,Petrol,Manual,Maroon,228985,18.7,,,500.0,2,59435,7.5,Rahul Kaur,9345788402,RJ70VK7691,Jaipur,Available,2024-02-16,2024-10-06,1,197056
VH0340,Ola Electric,S1 Air,2023,Electric Scooter,Electric,Automatic,White,155017,,198.0,30.7,,2,54349,7.7,Seema Patel,9864643763,RJ55TA9161,Jaipur,Available,2027-01-23,2024-01-22,1,134190
VH0798,Hero,HF Deluxe,2015,Motorcycle,Petrol,Manual,Red,54473,20.3,,,300.0,2,9594,5.2,Anjali Pandey,9127176053,MP09HF4184,Bhopal,Sold,2025-05-18,2024-12-18,9,16341
VH0575,Bajaj,Dominar 400,2017,Motorcycle,Petrol,Manual,Silver,259945,18.0,,,400.0,2,77355,3.9,Rahul Bhatt,9954772900,UP65DQ3460,Agra,Available,2024-03-17,2023-08-18,7,94267
VH0182,Hyundai,Tucson,2019,SUV,Diesel,Manual,Grey,3671393,23.1,,,2350.0,5,109338,3.9,Sunita Nair,9230409444,UP71HD8570,Agra,Available,2025-03-31,2022-09-25,5,1801413
VH0394,Hero,HF Deluxe,2023,Motorcycle,Petrol,Manual,Green,72114,54.4,,,400.0,2,14285,9.0,Neha Sharma,9823872620,UP09ZP7020,Lucknow,Available,2026-03-22,2024-06-16,1,65314
VH0816,Tata,Nexon,2021,Compact SUV,Diesel,Automatic,Orange,1151959,13.0,,,1250.0,5,62000,6.4,Simran Dubey,9750105387,UP68GP4232,Noida,Sold,2025-08-12,2022-05-06,3,804067
VH0712,Volkswagen,Taigun,2022,Compact SUV,Petrol,Automatic,Brown,1528214,51.0,,,1400.0,5,95371,5.8,Rohit Verma,9257572094,PB59BC6350,Amritsar,Sold,2027-07-30,2022-07-27,2,1137952
VH0794,Volkswagen,Virtus,2015,Sedan,Petrol,AMT,Black,1086672,48.5,,,1500.0,5,29725,4.5,Priya Pandey,9238392700,MP33TA7479,Indore,Sold,2024-05-24,2022-08-23,9,326001
VH0893,Maruti Suzuki,Celerio,2017,Hatchback,Petrol,Automatic,White,546131,48.6,,,1300.0,5,5604,6.3,Priya Singh,9432610204,HR90LV2433,Gurugram,Available,2027-04-08,2022-06-18,7,237237
VH0860,Ather,450X,2017,Electric Scooter,Electric,Automatic,White,174108,,319.0,43.0,,2,30036,5.5,Arjun Tiwari,9771758113,MH62QC3698,Mumbai,Available,2025-06-21,2024-04-12,7,71378
VH0011,Hero,Splendor Plus,2018,Motorcycle,Petrol,Manual,Green,75298,27.9,,,500.0,2,4617,6.8,Simran Verma,9345824373,PB76HA2163,Ludhiana,Available,2025-11-07,2022-05-26,6,38807
VH0695,Maruti Suzuki,Vitara Brezza,2019,Compact SUV,Petrol,CVT,White,982600,33.1,,,1050.0,5,82632,4.7,Neha Joshi,9299349714,PB60CD2483,Amritsar,Available,2024-02-11,2022-12-13,5,508365
VH0428,Ola Electric,S1 Pro,2022,Electric Scooter,Electric,Automatic,White,179232,,199.0,40.4,,2,83165,6.2,Manpreet Yadav,9759135517,PB77NC7922,Amritsar,Available,2026-05-22,2022-07-10,2,135649
VH0283,Maruti Suzuki,Dzire,2016,Sedan,CNG,CVT,Orange,666540,29.4,,,1200.0,5,105287,2.5,Vikram Kaur,9551232519,PB12EA9086,Ludhiana,Available,2026-10-17,2024-01-31,8,199962
VH0811,Royal Enfield,Bullet 350,2020,Motorcycle,Petrol,Manual,White,231816,21.9,,,300.0,2,59342,6.0,Priya Patel,9852172135,MP04PK3734,Bhopal,Available,2026-06-05,2023-11-23,4,143878
VH0342,Tata,Safari,2024,SUV,Petrol,CVT,Maroon,2487917,14.4,,,2200.0,5,22455,9.3,Deepak Yadav,9957085656,MP61SX6431,Bhopal,Available,2024-03-13,2023-09-15,0,2432050
VH0292,Tata,Nexon,2018,Compact SUV,Petrol,Manual,Black,1124760,40.2,,,1250.0,5,96746,3.8,Rajesh Shah,9385417366,BR96NL1955,Patna,Available,2024-05-24,2023-09-15,6,476059
VH0755,Ather,450 Plus,2024,Electric Scooter,Electric,Automatic,Silver,185649,,143.0,15.1,,2,54904,8.2,Amit Rao,9610767573,CH45HC7879,Chandigarh,Available,2027-01-04,2024-06-20,0,175456
VH0627,Tata,Nexon,2019,Compact SUV,Petrol,CVT,Green,1191298,47.7,,,1450.0,5,94472,4.4,Gurpreet Bhatt,9824145444,MP89KB2989,Indore,Available,2024-04-18,2023-02-24,5,602234
VH0944,Skoda,Superb,2019,Sedan,Diesel,Manual,White,4471516,17.5,,,1400.0,5,33510,6.4,Vikram Rao,9432414395,MH93XQ8059,Pune,Under Maintenance,2024-06-17,2024-08-04,5,2533069
VH0862,Ola Electric,S1 Air,2022,Electric Scooter,Electric,Automatic,Red,149129,,210.0,50.2,,2,37309,7.8,Harpreet Verma,9496770295,GJ09RC3384,Surat,Available,2026-08-09,2023-12-01,2,119704
VH0130,Ford,Aspire,2021,Sedan,Diesel,CVT,Silver,857378,21.8,,,1950.0,5,55092,6.7,Manpreet Pandey,9161873231,PB29JW3365,Ludhiana,Available,2027-02-15,2024-12-21,3,604372
VH0176,MG,Hector,2023,SUV,Petrol,Automatic,Yellow,1774400,35.1,,,1550.0,5,48854,7.9,Anjali Joshi,9693877361,WB09OJ6090,Kolkata,Available,2025-02-14,2023-08-21,1,1545761
VH0324,Maruti Suzuki,Dzire,2018,Sedan,CNG,CVT,Green,827105,29.8,,,1950.0,5,61116,5.0,Divya Pandey,9676564508,DL83EP3545,Delhi,Sold,2026-04-27,2022-04-25,6,379545
VH0091,Royal Enfield,Meteor 350,2022,Motorcycle,Petrol,Manual,Grey,262255,48.3,,,450.0,2,56761,7.1,Nisha Patel,9871531100,UK69AU9443,Dehradun,Available,2024-01-04,2023-12-24,2,205408
VH0844,MG,Gloster,2022,SUV,Petrol,Automatic,Silver,3790802,51.0,,,2650.0,5,61774,6.9,Deepak Singh,9722997665,BR70EK6681,Patna,Available,2025-12-12,2023-08-22,2,2950100
VH0964,MG,ZS EV,2021,Electric SUV,Electric,Automatic,Black,2834297,,123.0,64.8,,5,74135,6.0,Divya Joshi,9990362496,WB74ML7667,Kolkata,Available,2026-09-13,2024-05-22,3,1943945
VH0865,Royal Enfield,Bullet 350,2024,Motorcycle,Petrol,Manual,Black,264457,19.7,,,300.0,2,76751,7.4,Ravi Kaur,9319542069,UP88VL9892,Lucknow,Sold,2026-12-01,2022-12-22,0,244159
VH0866,Skoda,Slavia,2018,Sedan,Petrol,CVT,Red,1174039,40.5,,,1950.0,5,19681,6.3,Rekha Bhatt,9592932560,MH32MP5435,Pune,Available,2025-06-05,2022-05-28,6,587394
VH0922,Kia,Carnival,2022,MPV,Petrol,CVT,Green,3157880,23.0,,,1500.0,7,14894,8.5,Ravi Chauhan,9789222523,PB83PM4586,Ludhiana,Under Maintenance,2025-07-02,2024-01-30,2,2605585
VH0696,Kia,Carnival,2022,MPV,Petrol,Automatic,Red,3246133,41.9,,,1600.0,7,54761,7.2,Neha Menon,9250781347,KL07MW5703,Kochi,Available,2025-04-07,2023-01-21,2,2548990
VH0216,Renault,Triber,2018,MPV,Petrol,DCT,White,962314,19.0,,,2400.0,7,87265,4.1,Arun Verma,9737721108,WB82IY9761,Kolkata,Under Maintenance,2024-08-09,2022-02-10,6,416426
VH0781,Toyota,Urban Cruiser,2018,Compact SUV,Petrol,CVT,Maroon,1025046,41.7,,,1250.0,5,113580,3.2,Karthik Agarwal,9831563639,PB73ZQ7670,Ludhiana,Available,2024-01-14,2022-04-19,6,416599
VH0262,Royal Enfield,Classic 350,2016,Motorcycle,Petrol,Manual,Orange,191149,29.2,,,100.0,2,108009,2.4,Sanjay Shah,9161700457,UP50MT9536,Agra,Under Maintenance,2024-12-24,2024-10-09,8,57344
VH0159,Kia,EV6,2016,Electric SUV,Electric,Automatic,Maroon,6567462,,267.0,62.2,,5,15886,5.5,Seema Joshi,9571447714,KL05OI6711,Kochi,Sold,2025-04-30,2023-03-06,8,2259955
VH0059,TVS,Apache RTR 160,2018,Motorcycle,Petrol,Manual,Red,132873,28.7,,,300.0,2,102514,3.6,Pooja Sharma,9707661655,HR38AV7484,Faridabad,Sold,2024-04-10,2024-10-14,6,55472
VH0989,Ford,Endeavour,2019,SUV,Petrol,Manual,Yellow,4099563,22.6,,,1950.0,5,96042,4.3,Anjali Kaur,9317214952,MH42JO2761,Mumbai,Available,2024-12-21,2024-01-20,5,2066007
VH0842,Bajaj,Avenger 220,2015,Motorcycle,Petrol,Manual,Grey,120469,31.7,,,450.0,2,93548,2.4,Manoj Joshi,9926279823,GJ23AS1721,Surat,Sold,2025-07-30,2024-09-08,9,36140
VH0635,TVS,Ntorq 125,2018,Scooter,Petrol,Manual,Orange,110541,47.2,,,100.0,2,15504,6.5,Rekha Joshi,9166493225,KA23XM7882,Bangalore,Sold,2024-03-17,2022-05-30,6,55767
VH0517,Kia,Seltos,2020,SUV,Petrol,CVT,Maroon,1357294,53.8,,,2650.0,5,56587,6.1,Meera Shah,9952508471,TS87OH8938,Hyderabad,Available,2026-09-02,2022-07-25,4,846154
VH0429,Ola Electric,S1 Air,2022,Electric Scooter,Electric,Automatic,Silver,146679,,265.0,57.1,,2,119409,5.0,Amit Kumar,9602746506,TN64QU9596,Chennai,Available,2026-09-05,2023-09-08,2,105695
VH0748,Kia,Carens,2020,MPV,Petrol,Automatic,Grey,1259270,20.1,,,1750.0,7,9578,7.7,Harpreet Nair,9679902460,KA04RT1646,Bangalore,Available,2025-11-01,2023-10-08,4,844242
VH0598,Maruti Suzuki,Dzire,2018,Sedan,CNG,Manual,Orange,823855,25.3,,,1400.0,5,12554,6.6,Pooja Menon,9617087085,PB11XW3073,Ludhiana,Available,2025-12-14,2023-08-26,6,418061
VH0196,Maruti Suzuki,Alto,2017,Hatchback,CNG,Manual,Silver,379981,26.2,,,1100.0,5,116563,2.6,Divya Agarwal,9516104074,MP63VI2493,Indore,Available,2026-02-20,2024-01-27,7,122899
VH0784,Renault,Duster,2016,SUV,CNG,AMT,Blue,1152416,30.2,,,1500.0,5,69852,3.7,Sunita Singh,9101856387,UK08RB7113,Dehradun,Under Maintenance,2024-01-26,2022-01-10,8,345724
VH0870,Mahindra,Scorpio,2018,SUV,Petrol,DCT,Yellow,1447482,20.6,,,2400.0,5,29463,6.0,Sunita Rao,9364347668,UP79IZ8966,Agra,Sold,2025-05-10,2024-07-30,6,710043
VH0411,Royal Enfield,Himalayan,2024,Adventure Motorcycle,Petrol,Manual,Gold,290924,35.9,,,400.0,2,48700,8.4,Pooja Nair,9489766149,TS70NP5036,Hyderabad,Available,2025-09-23,2022-02-13,0,276756
VH0097,Hyundai,i20,2021,Hatchback,CNG,DCT,Brown,950115,31.8,,,800.0,5,85062,5.7,Priya Nair,9172191273,TN78VZ8179,Chennai,Available,2026-01-20,2024-01-12,3,641268
VH0001,Honda,City,2019,Sedan,Diesel,Automatic,Grey,1260785,13.3,,,1300.0,5,74063,5.0,Vikram Patel,9642621108,PB55BA2535,Amritsar,Sold,2025-02-11,2024-05-09,5,663093
VH0506,Royal Enfield,Bullet 350,2022,Motorcycle,Petrol,Manual,Black,212789,29.6,,,150.0,2,37622,7.7,Pooja Mishra,9597841726,KL77RE3878,Kochi,Available,2026-02-07,2024-09-11,2,170737
VH0157,Hyundai,Alcazar,2015,SUV,Petrol,Automatic,Red,1528197,29.7,,,2350.0,5,74607,3.0,Deepak Pandey,9624737111,MP84PN9056,Bhopal,Available,2024-03-04,2023-03-28,9,458459
VH0420,Honda,CR-V,2015,SUV,Petrol,CVT,Silver,3480293,33.3,,,2050.0,5,40150,4.2,Rahul Menon,9641747843,UK86ZT1745,Dehradun,Sold,2026-03-19,2024-01-30,9,1044087
VH0803,Hero,Passion Pro,2020,Motorcycle,Petrol,Manual,Green,88081,30.4,,,500.0,2,81617,5.3,Nisha Gupta,9883087208,UP32GW4128,Lucknow,Sold,2026-01-14,2024-08-06,4,52706
VH0478,Maruti Suzuki,Dzire,2021,Sedan,Petrol,CVT,Silver,917823,26.5,,,1550.0,5,9069,8.2,Manpreet Shah,9565701222,MH48VF9633,Pune,Sold,2024-08-30,2022-10-23,3,689221
VH0856,Ola Electric,S1 Air,2023,Electric Scooter,Electric,Automatic,Brown,136362,,221.0,5.2,,2,87623,6.6,Amit Joshi,9382153127,GJ72WN2096,Surat,Sold,2026-01-02,2024-08-30,1,113504
VH0669,Ather,450X,2015,Electric Scooter,Electric,Automatic,Grey,149460,,250.0,32.4,,2,65606,3.3,Karthik Dubey,9973885029,PB87GI8702,Ludhiana,Available,2025-08-01,2022-09-27,9,44838
VH0418,Renault,Triber,2018,MPV,CNG,CVT,Grey,1003750,28.8,,,1950.0,7,4271,6.9,Deepak Singh,9538649410,UK28JX4102,Dehradun,Sold,2025-08-17,2023-06-21,6,517662
VH0872,Bajaj,Avenger 220,2015,Motorcycle,Petrol,Manual,Blue,132265,25.1,,,450.0,2,58458,3.6,Suresh Chauhan,9761036088,GJ68KK1339,Surat,Available,2027-05-27,2023-02-25,9,39679
VH0300,Tata,Altroz,2024,Hatchback,Petrol,DCT,Green,876799,17.5,,,1200.0,5,85991,7.1,Suresh Agarwal,9312717408,GJ90EY3209,Surat,Available,2027-03-16,2023-02-06,0,801402
VH0448,Bajaj,Pulsar NS200,2016,Motorcycle,Petrol,Manual,Grey,147635,37.9,,,350.0,2,56190,4.1,Rajesh Tiwari,9187990100,MH13EW7974,Nagpur,Available,2024-09-23,2024-09-02,8,44852
VH0554,Tata,Altroz,2021,Hatchback,Petrol,DCT,Green,856261,20.8,,,1000.0,5,65384,6.3,Manpreet Gupta,9895336885,HR17JB1996,Faridabad,Sold,2027-11-03,2024-12-26,3,594772
VH0179,Tata,Nexon EV,2023,Electric SUV,Electric,Automatic,Blue,1993796,,309.0,33.9,,5,105464,6.0,Arjun Kumar,9380236885,PB73BN3141,Amritsar,Sold,2026-03-15,2023-10-31,1,1624018
VH0391,Kia,Carens,2018,MPV,Diesel,CVT,Green,1139928,13.9,,,2450.0,8,9457,6.7,Harpreet Shah,9359654955,PB45LF9202,Amritsar,Available,2024-07-21,2022-01-29,6,581982
VH0579,Volkswagen,Virtus,2017,Sedan,Petrol,DCT,Gold,1197369,28.9,,,1650.0,5,41610,5.1,Kavya Yadav,9650270404,WB53TV3113,Kolkata,Sold,2026-02-04,2022-06-20,7,477019
VH0478,Maruti Suzuki,Dzire,2021,Sedan,Petrol,CVT,Silver,917823,26.5,,,1550.0,5,9069,8.2,Manpreet Shah,9565701222,MH48VF9633,Pune,Sold,2024-08-30,2022-10-23,3,689221
VH0707,Royal Enfield,Bullet 350,2017,Motorcycle,Petrol,Manual,Yellow,192782,35.2,,,150.0,2,21587,5.8,Divya Mishra,9962805514,MH11LV2661,Nagpur,Sold,2025-10-15,2022-09-21,7,80662
VH0288,MG,Gloster,2018,SUV,Petrol,AMT,Maroon,3307819,19.5,,,2900.0,5,71753,4.6,Ravi Dubey,9303770248,DL63WO5828,Delhi,Available,2025-12-13,2023-10-25,6,1482719
VH0645,Hyundai,Venue,2022,Compact SUV,Diesel,CVT,Orange,1009522,16.5,,,1500.0,5,33294,7.9,Suresh Rao,9805008454,PB38ET7517,Ludhiana,Available,2027-01-18,2023-02-26,2,814387
VH0024,Ola Electric,S1 Air,2023,Electric Scooter,Electric,Automatic,Yellow,142238,,107.0,11.7,,2,103578,6.0,Sunita Shah,9566609283,GJ23SI1626,Ahmedabad,Available,2025-10-04,2024-06-12,1,116126
VH0821,Hero,HF Deluxe,2017,Motorcycle,Petrol,Manual,Silver,62537,29.8,,,100.0,2,107638,2.9,Meera Yadav,9114978878,TN41MU3447,Chennai,Available,2027-09-17,2022-12-20,7,20784
VH0825,Maruti Suzuki,Celerio,2020,Hatchback,Petrol,Automatic,Blue,597606,27.4,,,950.0,5,92031,4.9,Ravi Kaur,9719785036,TS82PZ5596,Hyderabad,Sold,2025-02-02,2022-09-18,4,351373
VH0985,Volkswagen,Vento,2023,Sedan,Petrol,AMT,Grey,1355438,22.0,,,1750.0,5,76004,7.0,Divya Nair,9833930010,UK38FU5040,Dehradun,Available,2025-07-05,2024-03-12,1,1143984
VH0339,Toyota,Fortuner,2015,SUV,Petrol,Manual,Orange,3310717,50.3,,,2550.0,5,56297,3.6,Seema Pandey,9947105447,GJ18CE7813,Surat,Sold,2027-06-30,2023-01-04,9,993215
VH0665,Ford,Endeavour,2017,SUV,Petrol,Automatic,Red,3555078,25.4,,,2900.0,5,58029,4.6,Neha Rao,9409069241,UK41DL5666,Dehradun,Available,2025-04-03,2022-12-13,7,1357936
VH0143,Bajaj,Dominar 400,2020,Motorcycle,Petrol,Manual,Brown,259213,14.2,,,300.0,2,73505,5.5,Karthik Joshi,9301210399,MH47YI2674,Nagpur,Available,2027-02-10,2024-11-15,4,157211
VH0517,Kia,Seltos,2020,SUV,Petrol,CVT,Maroon,1357294,53.8,,,2650.0,5,56587,6.1,Meera Shah,9952508471,TS87OH8938,Hyderabad,Available,2026-09-02,2022-07-25,4,846154
VH0430,Toyota,Yaris,2019,Sedan,Diesel,DCT,Red,1156510,19.4,,,1300.0,5,75011,5.0,Deepak Rao,9598921108,DL66DQ7961,Delhi,Sold,2025-06-02,2023-12-29,5,607155
VH0865,Royal Enfield,Bullet 350,2024,Motorcycle,Petrol,Manual,Black,264457,19.7,,,300.0,2,76751,7.4,Ravi Kaur,9319542069,UP88VL9892,Lucknow,Sold,2026-12-01,2022-12-22,0,244159
VH0422,TVS,Ntorq 125,2020,Scooter,Petrol,Manual,White,117366,25.6,,,150.0,2,64892,5.8,Deepak Singh,9438811626,UK98IQ6128,Dehradun,Sold,2024-11-05,2024-06-20,4,72192
VH0637,Kia,Seltos,2024,SUV,Petrol,Manual,Orange,1366077,47.2,,,2900.0,5,96179,6.8,Seema Joshi,9465835988,CH47YN9955,Chandigarh,Available,2027-08-08,2024-12-17,0,1234689
VH0407,Royal Enfield,Himalayan,2016,Adventure Motorcycle,Petrol,Manual,Orange,247358,48.7,,,500.0,2,4131,5.9,Meera Patel,9221932595,KL83FI4868,Kochi,Available,2025-05-17,2023-09-28,8,88027
VH0800,Honda,Elevate,2018,SUV,Petrol,AMT,Red,1031089,16.4,,,2100.0,5,108503,3.4,Nisha Agarwal,9179375305,PB16HY1576,Amritsar,Available,2026-09-02,2024-03-01,6,424290
VH0404,Tata,Harrier,2019,SUV,CNG,Manual,Brown,1693920,30.7,,,2750.0,5,105513,4.0,Nisha Kaur,9393523362,PB80XC2552,Ludhiana,Available,2026-12-23,2024-08-31,5,837621
VH0616,Ford,EcoSport,2017,Compact SUV,Diesel,CVT,Orange,1110107,13.8,,,1000.0,5,100148,3.2,Neha Menon,9182653501,HR61NK1341,Gurugram,Available,2024-01-20,2023-12-23,7,377272
VH0295,Royal Enfield,Himalayan,2024,Adventure Motorcycle,Petrol,Manual,Green,301329,36.4,,,550.0,2,37787,8.7,Kavya Mishra,9100210054,BR96IL8412,Patna,Sold,2027-05-05,2022-02-03,0,289942
VH0924,Maruti Suzuki,Dzire,2015,Sedan,CNG,DCT,Gold,676974,28.4,,,1950.0,5,36143,4.3,Gurpreet Tiwari,9369689276,UP24DX6019,Lucknow,Sold,2027-04-15,2023-02-13,9,203092
VH0269,Maruti Suzuki,Swift,2022,Hatchback,CNG,DCT,Brown,775168,34.0,,,1250.0,5,17309,8.4,Pooja Mishra,9338470307,GJ63FY9374,Ahmedabad,Sold,2024-04-20,2024-12-12,2,637723
VH0903,Royal Enfield,Classic 350,2016,Motorcycle,Petrol,Manual,Gold,210331,25.2,,,500.0,2,76544,3.4,Harpreet Shah,9812228196,GJ03QX6016,Surat,Available,2025-03-13,2024-12-29,8,63099
VH0089,MG,Hector,2021,SUV,Petrol,AMT,Maroon,1753987,23.7,,,1600.0,5,5520,8.3,Rajesh Kaur,9949738493,MH29AK2623,Pune,Available,2025-08-10,2024-08-25,3,1323348
VH0042,Skoda,Kushaq,2018,Compact SUV,CNG,Automatic,Yellow,1213468,28.0,,,1400.0,5,64840,4.8,Simran Nair,9784907325,TN36BB5786,Chennai,Sold,2024-07-29,2022-01-26,6,552322
VH0802,Mahindra,XUV300,2015,Compact SUV,Petrol,CVT,Brown,898621,32.9,,,1400.0,5,60869,3.5,Vikram Mishra,9552196329,PB52EU6782,Ludhiana,Sold,2026-07-15,2024-06-28,9,269586
VH0934,Toyota,Innova Crysta,2023,MPV,Diesel,DCT,Red,2844979,22.4,,,1650.0,7,70959,7.1,Ravi Agarwal,9189730334,MP78RC4956,Bhopal,Available,2024-07-10,2023-06-16,1,2415503
